text,intent,slot
pls run git clone and then run docker compose up right now!,multi_intent,git clone;docker compose up
WouLD yOu LOoK UP WEaTheR benGaLurU WhEN yOU cAN i forGot whErE it is,search_web,weather bengaluru
can you rename README.pptx asap,rename_file,README.pptx
pls sleep now,sleep_pc,
quickly run git status lol,run_command,git status
hEy TELl ME ABoUT THE NEoscore PrOJECt when yOU CAn,general_chat,
please i'd like to open cmd if possible,open_app,CMD
quickly increase brightness for me,brightness_up,
"actually, open Chrome Beta before run git fetch real quick.",multi_intent,Chrome Beta;git fetch
plz execute command python main.py real quick,run_command,python main.py
"uh, turn the volume down for me",volume_down,
could you I'm looking for report.py if possible it's lagging,search_file,report.py
"um, move presentation_draft.html to Desktop please",move_file,presentation_draft.html
"okay, rename syllabus.md to newname",rename_file,syllabus.md
hey exit teams when you can,close_app,Teams
"uh, create directory Pictures.",create_folder,Pictures
could you run command git merge ty for today's work,run_command,git merge
pls i'm looking for utils.html please...,search_file,utils.html
quickly stop sublime text thanks,close_app,Sublime Text
"um, open visual studio then run npm test",multi_intent,Visual Studio;npm test
"um, set up a folder for IEEE please",create_folder,IEEE
"um, search the web for next.js tutorial please",search_web,next.js tutorial
pls rename the Work folder when you can.,rename_folder,Work
would you lock now asap,lock_pc,
please open my Resume Website project real quick.,open_project,Resume Website
kindly restart if possible.,restart_pc,
bro sleep now for me,sleep_pc,
plz get rid of the school folder lol so i can browse??,delete_folder,School
COULD YOU PLAY THE NEXT TRACK??,next_song,
"ok, close Git Bash when you can",close_app,Git Bash
"okay, turn the volume up",volume_up,
"uh, turn the volume up lol",volume_up,
PLS DELETE SYLLABUS.JS NOW,delete_file,syllabus.js
"uh, find report.md now",search_file,report.md
plz mute lol...,mute,
"um, move main.xlsx to desktop please before the meeting.",move_file,main.xlsx
could you set up a folder for Pictures.,create_folder,Pictures
"uh, i'm looking for utils.txt lol.",search_file,utils.txt
"um, rename the file config.md.",rename_file,config.md
HEY RENAME THE VIDEOS FOLDER TY!,rename_folder,Videos
plz create folder videos,create_folder,Videos
please sleep now please.,sleep_pc,
"actually, reboot the pc real quick",restart_pc,
"um, I really like using ContractPulse if possible",general_chat,
"okay, load project Blog Site when you can for today's work",open_project,Blog Site
can you move requirements.html now,move_file,requirements.html
can you delete cover_letter.html ty...,delete_file,cover_letter.html
can you increase brightness lol so I can browse,brightness_up,
can you explain PowerPoint now!,general_chat,
can you silence it asap,mute,
open chrome canary please...,open_app,Chrome Canary
"ok, open epic games before run git push if possible",multi_intent,Epic Games;git push
quickly kill Sublime Text asap!,close_app,Sublime Text
"so, how does WhatsApp work thanks",general_chat,
can you rename main.docx ty.,rename_file,main.docx
bro start Edge when you can,open_app,Edge
"okay, rename os_lab.html to newname if possible",rename_file,os_lab.html
open file syllabus.xlsx please,search_file,syllabus.xlsx
pls kill battle.net lol,close_app,Battle.net
"ok, turn the volume down please before the meeting",volume_down,
bro move assignment2.pptx to another folder now,move_file,assignment2.pptx
"uh, open google.com for me",open_url,google.com
new folder pictures thanks,create_folder,Pictures
pls take me to youtube.com when you can,open_url,youtube.com
pls what did I copy earlier now.,clipboard_history,
can you rename README.docx.,rename_file,README.docx
new folder Family if possible.,create_folder,Family
"um, get rid of the file invoice lol",delete_file,invoice
can you pull up LICENSE.json when you can,search_file,LICENSE.json
would you brightness down right now i need it urgently,brightness_down,
"ok, rename README.js to newname now",rename_file,README.js
could you turn off my computer when you can it's lagging!,shutdown_pc,
bro rename folder Python...,rename_folder,Python
"um, i need to change a setting please",open_settings,
"actually, open NeoScore right now",open_project,NeoScore
yo trash todo.pptx lol,delete_file,todo.pptx
"so, abcdefg asap",unknown,
can you next song for me,next_song,
QUICKLY SKIP THIS SONG IF POSSIBLE FOR TODAY'S ASSIGNMENT,next_song,
"actually, copy index.css right now",copy_file,index.css
"okay, trash the Python folder asap",delete_folder,Python
can you search for weather bengaluru lol,search_web,weather bengaluru
"um, open my os lab project right now i need it urgently",open_project,OS Lab
could you delete config.pptx asap,delete_file,config.pptx
can you trash main.json ty so i can browse,delete_file,main.json
can you get rid of task manager now.,close_app,Task Manager
"um, rename the Projects folder lol.",rename_folder,Projects
"Ok, LOCk iT Ty",lock_pc,
"ok, rename the Videos folder real quick",rename_folder,Videos
"um, open Discord lol",open_app,Discord
kindly rename package.docx to newname thanks.,rename_file,package.docx
can you rename LICENSE.js.,rename_file,LICENSE.js
make a copy of todo_list.js lol!,copy_file,todo_list.js
"so, rename folder Pictures for me",rename_folder,Pictures
"uh, pause it if possible",pause_music,
"OK, RENAME FOLDER REACT THANKS",rename_folder,React
"so, restart my computer ty for today's assignment",restart_pc,
can you create a folder named Videos,create_folder,Videos
would you rename the screenshots folder.,rename_folder,Screenshots
"ok, shutdown then close Opera!!",multi_intent,Opera
"okay, rename the vacation folder ty??",rename_folder,Vacation
"um, make a copy of config.pptx please",copy_file,config.pptx
can you start command git status now,run_command,git status
would you move utils.docx to desktop asap.,move_file,utils.docx
"uh, trash the Screenshots folder please because I need Gmail!",delete_folder,Screenshots
"um, pause music now",pause_music,
next song asap.,next_song,
quickly Semester4 Project is amazing real quick??,general_chat,
hey rename the projects folder.,rename_folder,Projects
"um, play the next track right now",next_song,
could you visit linkedin.com if possible,open_url,linkedin.com
yo copy todo_list.py when you can,copy_file,todo_list.py
could you new folder Screenshots right now,create_folder,Screenshots
"um, rename lab_manual.json to newname if possible??",rename_file,lab_manual.json
would you pull up resume_latest.pdf,search_file,resume_latest.pdf
"ok, skip this song real quick.",next_song,
pls lock the screen real quick.,lock_pc,
put the pc to sleep!!,sleep_pc,
"ok, log me out.",logout,
please move shopping_list.pdf to another folder if possible,move_file,shopping_list.pdf
increase volume right now,volume_up,
bro clear trash for me,empty_recycle_bin,
bro put the pc to sleep please,sleep_pc,
"ok, fire up CMD right now.",open_app,CMD
cAn YOU lAUNCH PrOJECt FINskiN LoL,open_project,FinSkin
"ok, lock it lol for today's assignment...",lock_pc,
"UM, GoOGlE NeXt.jS TuToRIaL aSAP",search_web,next.js tutorial
"actually, reboot now thanks.",restart_pc,
yo pull up todo.md asap,search_file,todo.md
yo duplicate shopping_list.md if possible I need it urgently,copy_file,shopping_list.md
"so, open my os lab project.",open_project,OS Lab
bro trash the school folder lol??,delete_folder,School
please look up best laptops 2026 so I can browse.,search_web,best laptops 2026
would you pause it!!,pause_music,
"um, delete lab_manual asap.",delete_file,lab_manual
yo make it louder when you can,volume_up,
quickly reboot the pc real quick for today's assignment!!,restart_pc,
"okay, my project Canva is going well if possible??",general_chat,
"um, trash resume.docx real quick",delete_file,resume.docx
can you run npm install after run docker compose up thanks,multi_intent,npm install;docker compose up
would you abcdefg now.,unknown,
hey random text now.,unknown,
plz trash the Java folder for me.,delete_folder,Java
pls remind me about my meeting when you can,general_chat,
pLS emPty ThE reCyclE BIn,empty_recycle_bin,
SEARCH FOR INVOICE IF POSSIBLE,search_file,invoice
bro take me to linkedin.com,open_url,linkedin.com
"ok, clear trash thanks",empty_recycle_bin,
quickly screenshot this lol.,take_screenshot,
kindly get rid of the Music folder,delete_folder,Music
please rename invoice.py to newname thanks,rename_file,invoice.py
"ok, rename the portfolio folder because i need gmail",rename_folder,Portfolio
pls shut down google chrome.,close_app,Google Chrome
"actually, unmute asap so I can browse",unmute,
make a copy of shopping_list.py if possible I forgot where it is,copy_file,shopping_list.py
kindly run Google Chrome when you can,open_app,Google Chrome
please take me to settings if possible!!,open_settings,
"ok, run command git merge thanks!",run_command,git merge
hey rename package.xlsx to newname now.,rename_file,package.xlsx
can you delete README.css please!!,delete_file,README.css
can you load project blog site real quick!,open_project,Blog Site
"uh, what's on my calendar today lol",general_chat,
"Um, rEnAmE fOLdeR cOLLEge tY",rename_folder,College
kindly open project habit tracker then run npm start thanks??,multi_intent,Habit Tracker;npm start
can you rename meeting_notes.json for me,rename_file,meeting_notes.json
"actually, random text...",unknown,
please run command git merge thanks!,run_command,git merge
plz unmute it thanks.,unmute,
pls take me to youtube.com now!,open_url,youtube.com
bro shutdown now if possible,shutdown_pc,
quickly clear trash,empty_recycle_bin,
"actually, duplicate resume.py lol",copy_file,resume.py
can you move os_lab,move_file,os_lab
plz what did i copy earlier lol,clipboard_history,
yo rename the Projects folder right now,rename_folder,Projects
"ok, new folder Pictures",create_folder,Pictures
delete meeting_notes.html,delete_file,meeting_notes.html
can you close vlc please,close_app,VLC
would you qwerty now I forgot where it is,unknown,
kindly turn sound back on asap,unmute,
CAN YOU CLOSE CHROME RIGHT NOW,close_app,Chrome
pls next song please for today's assignment,next_song,
"ok, pause the song right now",pause_music,
"ok, open settings",open_settings,
would you search for weather bengaluru,search_web,weather bengaluru
rename folder work right now,rename_folder,Work
can you rename resume.js.,rename_file,resume.js
"okay, run excel asap!!",open_app,Excel
please quit Snipping Tool,close_app,Snipping Tool
"okay, move lab_manual.xlsx to Desktop thanks.",move_file,lab_manual.xlsx
"um, show clipboard history ty",clipboard_history,
hey what tech stack did I use for FinSkin please,general_chat,
yo move budget.pdf to Desktop when you can.,move_file,budget.pdf
KINDLY DELETE FOLDER SCREENSHOTS TY,delete_folder,Screenshots
quickly turn the volume down!!,volume_down,
"ok, 12345",unknown,
could you visit google.com real quick,open_url,google.com
"ok, get rid of the file notes.py asap",delete_file,notes.py
can you YouTube Music uses too much RAM asap,general_chat,
yo remove folder Images right now??,delete_folder,Images
pls move resume.js to another folder ty??,move_file,resume.js
would you I need Chrome Canary shut down now,close_app,Chrome Canary
can you move presentation_draft.pptx asap,move_file,presentation_draft.pptx
"okay, delete index.pptx ty.",delete_file,index.pptx
